Description,Views,Likes,Comments,Shares,Bookmarks,Post URL
"Oh YEAAAA 🔥🔥🔥🔥#rugby #olympian #athlete","3038","241","5","1","3","https://www.tiktok.com/@ariana.ramsey/video/7095838622921854251"
"Just gonna leave this hereee 😮‍💨 #teamusa #olympian #athletesoftiktok","731","31","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7094589553993960750"
"#olympian #dartmouthcollege #rugby #athlete","2057","142","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7094385695971872046"
"Uhmm did this happen to anyone else before","236","10","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7094051623286197546"
"I just want to thank @Team USA for such an amazing week! We had so much fun and so excited for more events to come 🇺🇸 #teamusa #teamusasummit #olympiansoftiktok #olympian #athlete","469","33","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7093988024433806638"
"The idk how I do it either #rugby #teamusa #olympian #athletesoftiktok #athlete","2210","173","2","1","1","https://www.tiktok.com/@ariana.ramsey/video/7093979493924179246"
"FINALLYYY #teamusa #joebiden #meetthepresident #olympian #athlete #greenscreenvideo","2797","219","0","0","3","https://www.tiktok.com/@ariana.ramsey/video/7093937060473490731"
"#TEAMUSA 🇺🇸 #olympian #whitehouse #athlete #athletesoftiktok","582","41","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7093878734457015598"
"#TEAMUSAWEEK🇺🇸 #olympian #athlete","1755","76","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7093856713404615982"
"","528","62","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7093653899608902955"
"#loveyourself #olympian #athlete","416","33","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7093500271782825259"
"4/26 🧡 always and forever, I keep posting her because I miss her so much and I know she would’ve been right here to help me get ready for tomorrow🤧 I’ll never forget you 🧡🧡","3410","515","2","0","2","https://www.tiktok.com/@ariana.ramsey/video/7093332390667439403"
"#teamusasummit #teamusa #FORDfortheBuilders #LIKEABOMBSHELL #olympian","579","44","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7093265736386317610"
"#teamusasummit #teamusa","431","48","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7093246583034219822"
"TEAM USA WEEK 🇺🇸🤩 #teamusa #olympian  #athlete #olympicathlete","437","49","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7093175092921896234"
"TEAM USA WEEK 🤩🇺🇸 #teamusa #olympian #rugby #athlete","1418","193","3","0","1","https://www.tiktok.com/@ariana.ramsey/video/7092899843403746603"
"Team USA week 2022 🇺🇸 #teamusa #olympian #athlete #olympicathlete","1919","318","0","0","4","https://www.tiktok.com/@ariana.ramsey/video/7092893375795334443"
"","469","44","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7092791957881343278"
"","210","14","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7092604840236420394"
"","602","37","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7092391749812751658"
"#fitness #gymtok #motivation #gym #gymvideos #rugbyworkouts #olympian #athlete #rugbyolympian #fitness #fittok","297","18","0","0","4","https://www.tiktok.com/@ariana.ramsey/video/7092086250793930030"
"","1259","148","11","1","1","https://www.tiktok.com/@ariana.ramsey/video/7091274517393263914"
"Not depresssd but here are some people that make me super happy 🥺🥺❤️","331","22","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7090573910663744814"
"I get it done ever time though 😉","274","18","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7090568657142648106"
"Sir the game stop every two seconds, how can I enjoy this","488","34","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7090533252431088942"
"#greenscreen why do you think I’m obsessed with them","462","30","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7090361393844653355"
"Found this a bit funnier than I should’ve","554","36","2","1","0","https://www.tiktok.com/@ariana.ramsey/video/7090287907151367470"
"the girls who get it get it","468","52","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7090282354631003435"
"#olympian #rolemodel #ILOGEMYSIStersss","5004","753","3","0","2","https://www.tiktok.com/@ariana.ramsey/video/7090237856504941870"
"","1198","113","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7090235720702397739"
"It’s about that time","362","17","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7090234235558251822"
"#duet with @urdailyfashion","1172","64","5","0","0","https://www.tiktok.com/@ariana.ramsey/video/7089831460814753066"
"#eggo #poptart #eggopoptart #ScreamItOut #TurboTaxAndRelax","177","13","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7085791794180541738"
"Baby 🐐","241","13","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7084419477533658414"
"When people haven’t seen me play rugby after 7 months 🥴 like loook me uppp #olympian #rugby #fyp #theadamproject #thebatman","450","45","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7074365822088564011"
"#duet with @tamarciment","399","12","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/7073696502220377390"
"Where’s my mf Aladin #fyp #olympian","331","13","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7073633502746430763"
"#fyp #dartmouth #olympian #springbreak #miami??? #procrastinate","389","23","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7072863937661898026"
"#BGM ✨✨💖 #fyp #blackgirlmagic #olympian 😍","377","51","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7072413357076122922"
"🤓 #fyp","604","43","3","1","1","https://www.tiktok.com/@ariana.ramsey/video/7054751106794179886"
"This is my first vid, next vid I’ll try to be more detailed haha #whatilearnedinschooltoday","245","21","2","0","1","https://www.tiktok.com/@ariana.ramsey/video/7054629820130610478"
"FIRST BLACK IVY VACAY 🤎 #mexico #blackumal #blackivyleague #vacation #dartmouth","488","25","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7053545254523358511"
"Hey yalll #fyp","89","12","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7053161658214075695"
"","374","15","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7052486234236751151"
"#fyp #blackivyvacay BLACK IVY VACAY WAS A SUCCESSS 😍","498","36","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7051140304153611566"
"#","180","8","1","1","0","https://www.tiktok.com/@ariana.ramsey/video/7050675540222577966"
"#happynewyear","188","6","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7048339991050784046"
"#greenscreen I know my standards are high but damn 😭🥺 #fyp #foryourpage #olympian #athletesoftiktok","3497","373","9","1","1","https://www.tiktok.com/@ariana.ramsey/video/7046086090821864751"
"#greenscreen #fyp","231","14","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/7045793023858363694"
"#greenscreen #fyp #catfishchallenge #foryourpage","1239","78","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/7045781232113896750"
"Guys hard work really does pay off ❤️ KEEP GOING AND DONT GIVE UP #iloveyou #motivation #fyp #olympian #dartmouth #hardworkpaysoff","398","55","2","0","1","https://www.tiktok.com/@ariana.ramsey/video/7041381410866761007"
"#duet with @luciacheech #CustomersMostLoved #fyp I just gotta stay strong 😩","224","13","0","0","1","https://www.tiktok.com/@ariana.ramsey/video/7041371249288858926"
"If anyone is a fitness influencer  you know who to call 😉😍 #olympian #athlete #dartmouth #baddie #fypシ","383","33","1","0","1","https://www.tiktok.com/@ariana.ramsey/video/7040580520572538158"
"Guys would you support my business orrrrr??? 👀👀👀","241","17","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7039849282974813487"
"Don’t be shy, Just say hi 🙃 #fyp #olympian #coldgirlwinter??? #dartmouth","1547","109","2","2","5","https://www.tiktok.com/@ariana.ramsey/video/7039793018290867503"
"#greenscreen I’m just here to flex #fyp #olympian","327","29","2","1","0","https://www.tiktok.com/@ariana.ramsey/video/7032670766303137070"
"#greenscreen I take pride in looking the same","291","18","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7032668318985211183"
"","220","8","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7032335489193692462"
"#fyp","233","13","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7032335038322674991"
"And I oooop 🥴 #fyp #foryoupage","299","25","3","1","0","https://www.tiktok.com/@ariana.ramsey/video/7031775460010937646"
"#greenscreen but I love ittt though 🥴","233","8","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7031766196286557486"
"I’ve been workingggg","240","20","1","1","0","https://www.tiktok.com/@ariana.ramsey/video/7020866226268146991"
"Watch till the end 😭 #dartmouth #fyp #ivyleauge","1077","74","1","3","0","https://www.tiktok.com/@ariana.ramsey/video/7011979395241889029"
"Hey #fyp","277","14","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7009022438948293894"
"I’m having a great dau","290","26","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7008661968538045702"
"Reply to @andrea.ardonn we have the best field at this school 😇 but I can do more actual campus stuff if you’re more of an acadameeiaaaaa 🤣","275","27","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/7008641552385838341"
"Heyy friendsss #dartmouth #ivyleauge #college","425","56","6","1","0","https://www.tiktok.com/@ariana.ramsey/video/7007139211459546373"
"Who would be the main character? 🤔 #comicme #family #maincharacter","261","15","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7004560676383395077"
"#fyp it’s getting better guys 🥺","494","71","10","0","0","https://www.tiktok.com/@ariana.ramsey/video/7003846025303706885"
"#greenscreen  hiii long time no seee IG is @ariana.gabrielle #fyp","385","40","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/7003450673404579078"
"#greenscreen #airportolympian #olympian #fypシ","575","123","5","0","0","https://www.tiktok.com/@ariana.ramsey/video/6995906906170739974"
"#fypシ","488","89","4","0","0","https://www.tiktok.com/@ariana.ramsey/video/6995297010102439174"
"Of course I wait till the last day to record #olympian #transitions #fypシ","366","33","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6995291634636279046"
"#teamUSA #olympics #tokyo2020","538","57","1","1","1","https://www.tiktok.com/@ariana.ramsey/video/6994410869350288646"
"#sisters 1 of 2 of my sisters 🥰🥰","585","38","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6992238994008427782"
"#ColorCustomizer #fyp #olympiansoftiktok #foryoupage","482","70","6","0","0","https://www.tiktok.com/@ariana.ramsey/video/6991937336410000645"
"Guys I’m sad but I’ll be ok 😞 #olympiansoftiktok","1629","320","19","4","3","https://www.tiktok.com/@ariana.ramsey/video/6990932484896607493"
"@ravenhulksaunders @tylerdownss #fyp #olympiansoftiktok #olympics #tokyo2020 #xfinityfanthem #foryourpage #teamusa","12600","833","12","21","86","https://www.tiktok.com/@ariana.ramsey/video/6990201532272626949"
"#fml UPDATE I GOT HIM","2200","290","5","7","3","https://www.tiktok.com/@ariana.ramsey/video/6989898325466172678"
"LIKE IF YOU GUYS WANT MORE! Had so much fun making this! #olympians #tokyo2020 #fyp #foryoupage #olympics #xfinityfanthem #athletesoftiktok","2637","495","18","3","15","https://www.tiktok.com/@ariana.ramsey/video/6989591831851912454"
"#fyp #ivyleauge #olympian","2162","205","6","2","1","https://www.tiktok.com/@ariana.ramsey/video/6989581804013423877"
"ALMOST SHOWTIME #olympics #olympian #tokyo2020","1290","144","7","0","2","https://www.tiktok.com/@ariana.ramsey/video/6989503110121065733"
"#hacksiri","1596","104","2","2","0","https://www.tiktok.com/@ariana.ramsey/video/6988739756947508486"
"We’re besties now #olympian #tokyo2020 #kevindurant #olympics #olympicspirit #javanmcgee","1730","167","3","2","0","https://www.tiktok.com/@ariana.ramsey/video/6988734162731666694"
"Which ones your fav!? #olympian #olympian #athletes #prettygirltiktok #athletesoftiktok","2246","222","10","5","4","https://www.tiktok.com/@ariana.ramsey/video/6987946685037137157"
"#olympics #TOKYO2020 #olympian","1793","135","1","1","0","https://www.tiktok.com/@ariana.ramsey/video/6987860763507526917"
"#ColorCustomizer #olympian #athlete","1799","167","5","2","1","https://www.tiktok.com/@ariana.ramsey/video/6986881723296468229"
"I pay SOMETIMES 🥺","1157","48","1","4","1","https://www.tiktok.com/@ariana.ramsey/video/6986427881572322565"
"Women empowerment always","880","48","1","0","5","https://www.tiktok.com/@ariana.ramsey/video/6986410914119535878"
"#olympians #rugby","963","56","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6986048783490600197"
"#olympian #olympics #athlete","797","81","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6986048119955885317"
"#greenscreen #olympian #athlete","817","89","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/6986037116228619525"
"#rugbygirls #womenwholift #olympians #olympian #rugby @krisofalltrades #fyp","875","101","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/6986013198524632326"
"Haha #olympics #olympians #athlete #rugby","817","121","2","2","0","https://www.tiktok.com/@ariana.ramsey/video/6985753774191070470"
"#olympians #icebath #athletes #rugby@krisofalltrades","2854","194","5","6","2","https://www.tiktok.com/@ariana.ramsey/video/6985728719994260741"
"Hehe #humble ??","586","38","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/6985682604578114821"
"MEET MY CREW","685","81","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6985657924722904325"
"#olympians #fyp #teamusa #athlete #womenwholift","684","83","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6985447085487312134"
"#fyp","582","49","2","0","1","https://www.tiktok.com/@ariana.ramsey/video/6984589767878937862"
"#greenscreenvideo #fyp #olympian #olympics","605","80","5","1","0","https://www.tiktok.com/@ariana.ramsey/video/6984579259641662726"
"#fyp #redo #olympian #athletesonly","597","49","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/6983318515319147782"
"#athletesonly #athlete #olympian","695","46","1","2","0","https://www.tiktok.com/@ariana.ramsey/video/6981542090140306694"
"#fyp","561","23","0","2","0","https://www.tiktok.com/@ariana.ramsey/video/6945068818867817733"
"Sisssyyy🌸","526","22","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/6910585586365517061"
"#corvettecorvette","387","14","2","0","0","https://www.tiktok.com/@ariana.ramsey/video/6907038481780903173"
"#corvettecorvette","624","21","4","1","1","https://www.tiktok.com/@ariana.ramsey/video/6905108222206692614"
"If you can’t accept me at my worst you can have me at my best 😭❤️","349","12","3","0","0","https://www.tiktok.com/@ariana.ramsey/video/6896994312815447301"
"#duet with @pamellatee","361","10","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6892932474658180357"
"HOW MANY YEARS? #rugby #sport","531","18","6","0","0","https://www.tiktok.com/@ariana.ramsey/video/6891076556496588037"
"","396","14","1","0","0","https://www.tiktok.com/@ariana.ramsey/video/6886488004303670533"
"","424","12","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/6884468490015640837"
"Who is Ari you ask? 👀🥰","543","16","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/6858841454253559045"
"#아웃웨스트챌린지","416","11","0","1","0","https://www.tiktok.com/@ariana.ramsey/video/6858743656027802885"
"","415","10","0","0","0","https://www.tiktok.com/@ariana.ramsey/video/6807221315666332934"
